InvoiceSectionName,Date,MeterCategory,CostInBillingCurrency,MeterSubCategory,MeterName,SubscriptionName,ResourceGroup,ConsumedService,ResourceLocation,ResourceName
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Azure App Service,0,Free Plan,F1 App,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,311bf93d7dc1e4d5802930e335c444464954843f49cd9c5f6048281b47a7a7f1,microsoft.web,westeurope,bc28a5bf368e8e2d3116c3bc79c741416264343990d25911128634939c613416
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Azure Front Door Service,0.022237726,other,Standard Included Routing Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,e38b5d021f8672910351de3f71d4d6f3e46f4a842397802c0c4f0a7f46914d92,Microsoft.Network,All Regions,3b8b26121ffb08876c72278f8bb4cc5ddafc0ef67e99df7c4fe669ee85a9194d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Storage,3.21E-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,8ee58230d5155123d4db4b31540987901ebf6fd38b8c0223c07a4bd2c73efeec,Microsoft.Storage,westeurope,d9c9111a4656290d530c0faa98f74c7e54fdb925a32d98ff5e59fcd99be89f9d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Storage,3.78E-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b7a224fd6fa8fa38fa7ab232e1ac3012ab5a23dbce44eefac7c5e37888e65ae0,Microsoft.Storage,westeurope,c689b9c208914bbd26c1f890e9790f3cb89356104ff7d4fb12ee2eafa644d8ed
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Storage,4.55E-05,Files,Protocol Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,6b5cff580bfebe0b136904f7ab78c83e3447bc5f195bae1ab35ab6941e6de51e,Microsoft.Storage,westeurope,0a5b583f0529d02cf5d46a67000e817f98c156e2431a468219f2ca26092a7335
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Storage,3.78E-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b8f471cacc566df0a5d6fd119b10835658eca54501ac98af25d77e6122220787,Microsoft.Storage,westeurope,4c0e002ee645f52693ad46ef7a8f9ee1d0b90e75e2f7d4eec81e5e6bae563c1b
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Storage,4.47E-06,Tiered Block Blob,All Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.Storage,westeurope,3501e5901913b45198f8732886bd2e3da903009add21ccb00c16de0f9ddeed47
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Bandwidth,6.83E-06,Inter-Region,Inter Continent Data Transfer Out - NAM or EU To Any,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b8f471cacc566df0a5d6fd119b10835658eca54501ac98af25d77e6122220787,Microsoft.Storage,westeurope,4c0e002ee645f52693ad46ef7a8f9ee1d0b90e75e2f7d4eec81e5e6bae563c1b
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Storage,2.15E-06,General Block Blob v2 Hierarchical Namespace,Hot Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,08e5dbde23bb7de59bd58ddee13929d76f2b683a059ab6750fa81084fc4cc092,Microsoft.Storage,westeurope,431c3d063b57dc0c74967f6d6abe4d6bcda487cf28fe4f226f72a9397db7a545
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Virtual Machines,0.028192244,Dv2/DSv2 Series,D11 v2/DS11 v2 Low Priority,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,f63870dd6c1ccec3b325e06c9656c0a28043257454fa5fd052f2183551e6309d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Virtual Network,0.003699951,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Bandwidth,1.49E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Virtual Network,0.064798503,IP Addresses,Basic IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,75b23fd77cde94fdd7e0d375ed671e582e1366c7452940dfdd6ad284fe492f33,Microsoft.Network,WestUS,a9ad13c7ff09848b221d47861b2e0d5ebd74e536ad6e08fe6bc3da5075a36f49
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Bandwidth,2.24E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Storage,3.78E-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,660e1e0f19cc2d0dc3c1ad2563ef8005036d06912246ad179cc49593085e524a,Microsoft.Storage,WestUS,a93685d0ad9d72aeb6e4b5528162fb0e67e58e7c2573b8cfadc487fa3bb1c920
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Storage,3.98E-07,General Block Blob,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,d98445c26ea9b1529bef3a47ec5cf89531286585aa1b27770d4c6aa9c6bfa1e3,Microsoft.Storage,westeurope,65b9a97163333288d031f402dae8c7e5cd64f3b070fce4d6c60a6e4658ea0046
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Storage,0.02162486,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Bandwidth,3.73E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Storage,0.007177502,Files,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,608374fecce7446effd5e610faa005991d29eb7df13e8f1ea7e0b1a5270f4e8e
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Bandwidth,2.24E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Storage,4.01E-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.Storage,westeurope,3501e5901913b45198f8732886bd2e3da903009add21ccb00c16de0f9ddeed47
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/22/2022,Logic Apps,0.00020312,other,Consumption Data Retention,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,f4b49a46eb07cdaec7c97b7e9044702c68ca250fb7356dbe1055df6bfb321a2f,MICROSOFT.LOGIC,westeurope,1bddf3ad31da9a4b479f88627952afd5ea9afe4d71fbd980150725885afebc58
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/22/2022,Storage,0.02162486,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/22/2022,Azure App Service,0,Free Plan,F1 App,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,8e04551db18efa5f0d61d169fc2abbc0a0fe47b337d3403d208fe224ae2703cb,microsoft.web,westeurope,eb7b2b2291b962a3591cb5284020ee75b4c02937fed01cc3dab07238d030c2a9
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/22/2022,Bandwidth,1.25E-05,Inter-Region,Inter Continent Data Transfer Out - NAM or EU To Any,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,15e2eda5a7fa82e86fd212147b6d6fe05d4aee226ea11728e814a70124d617c4,Microsoft.Compute,westeurope,28aa758cf3ef1f31704e4873bfd7984840f33087eaf532f971594ba80be5c615
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/31/2022,Storage,1.50E-06,Tiered Block Blob,All Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,334f28a0945bbab90ebf4a794cac86f5cfe3aacdc42cd2126ba394280515f6c6,Microsoft.Storage,northeurope,b92f8ef6e1ac3ee7ca538e4b03926bbba53e01f1ce60889e181cfc9dab529d37
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/30/2022,Storage,4.01E-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.Storage,westeurope,0f34cd0fdb7b869242ba0d7ca51ffe5db952165e8ab112f703654c84d1cd74b4
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/30/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,105c12ba4b9d56c4227382e05ddc325a7884d43f08a36a577f4469fb41029034
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/30/2022,Bandwidth,5.97E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Virtual Machines,0.028192244,Dv2/DSv2 Series,D11 v2/DS11 v2 Low Priority,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Storage,0,Bandwidth,Geo-Replication Data transfer,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,52f16cae5f27a41f2dde5a856a746e1a1a023e4f77dc1b7f3d10839454ecd04d,Microsoft.Storage,westeurope,b22df4efe60c7964c1fa45a81ebf6e5501910ac5c6fc69fb2084a543888cb477
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Virtual Network,0.003699951,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Storage,3.78E-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,ed18d3fa6dc6b535f3046cb0849d862041f0b70dc56cd5d06c78d58884d5b9af
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Virtual Network,0.064798503,IP Addresses,Basic IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,cc4e9a0ced21133a950a5711bd23d7321ab678996dff697b1dc119442ceb859f,Microsoft.Network,westeurope,07832f33d02043b05368df24e9a99f85510dc7a2f4ded2c68da7c0501965dbf3
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Storage,0.02162486,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Bandwidth,4.48E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Storage,0.07191067,Standard HDD Managed Disks,S6 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b20192e9a99ce6a07daf69301c6ee6baf7abaa491706628e823c6465941b44d1,Microsoft.Compute,westeurope,3e3ff028b0c9604a38a05562757b3a4a69549513953c0df01352daa183af59d6
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Storage,0.126115358,Premium SSD Managed Disks,P4 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,86f4c11fb894a2bc5bd8f96b713a67c6c754381e89453b9c18edb9ac71b3a6a1,Microsoft.Compute,northeurope,9fa0012238511590ae2bce7342eddd82afdca37d3caacfea5dd18177bcfb930b
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,91a4e289690ca4e18a13f976d1ecaf6bcf504177798a05529ffe1a28e89e6d97
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Backup,0.038855969,other,GRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b8f471cacc566df0a5d6fd119b10835658eca54501ac98af25d77e6122220787,Microsoft.RecoveryServices,northeurope,d12d4fdd23a83ae9ebb2d31a035b3cc49ad80b143cc7fb483d842db39681220a
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Storage,1.92E-06,Tiered Block Blob,All Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,175bce523a76a713daf5009e6d1278634fa2edf2071325958d94601d776bd75d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Storage,0.13869268,Premium SSD Managed Disks,P4 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b0a8226774ec273bf32e006723f890d273505f6b35d06baaff711ab8dcd6e9eb,Microsoft.Compute,westeurope,f866152acca39c5b8cce502a10cfc3d918f6e268f6b867eaf67af3f93855e836
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Azure DNS,0.01191777,other,Private Zone,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,4b74d2fed704ba4abcec5c455db02ea918bb839cb432467290c9f5b046760991,Microsoft.Network,All Regions,a81c07158cf1016412bd79d9a79cd3d5dafc165b2df25e2a5af11ccaf61e466d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Storage,0.000192226,Files,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,6b5cff580bfebe0b136904f7ab78c83e3447bc5f195bae1ab35ab6941e6de51e,Microsoft.Storage,westeurope,0a5b583f0529d02cf5d46a67000e817f98c156e2431a468219f2ca26092a7335
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Virtual Network,0.003699951,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Storage,1.60E-06,Tiered Block Blob,All Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,20bb8ae9ac2ead78a957d3cc28460dd90815c796fe907bba6757a1e1e96ec198
